BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/000001E2795E0001;132302196278952814;2020-04-01;16:00:27.895;application/x-bolt;3690;0235899382;132302196011630000;2020-04-01;16:00:01.163;;;;;;23003;132302196241660000;2020-04-01;16:00:24.166;;;;;;;;101121_0000000620;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279AB000D;132302202111692694;2020-04-01;16:10:11.169;application/x-bolt;52358;;132302196041840000;2020-04-01;16:00:04.184;;;;;;603003;132302202071870000;2020-04-01;16:10:07.187;;;;29988;;Timeout;20387;101121_0000000621;;;VCS license timeout;;;VCS;;Timeout;;101121;20000;;202;;;549616;;Timeout;50385;;;;;;;
A01/000001E2795F0001;132302196339253674;2020-04-01;16:00:33.925;application/x-bolt;3693;0235899610;132302196071780000;2020-04-01;16:00:07.178;;;;;;23003;132302196301810000;2020-04-01;16:00:30.181;;;;;;;;101121_0000000622;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279B8000D;132302202177572793;2020-04-01;16:10:17.757;application/x-bolt;52241;;132302196107850000;2020-04-01;16:00:10.785;;;;;;603001;132302202137860000;2020-04-01;16:10:13.786;;;;30034;;Timeout;20330;101121_0000000623;;;VCS license timeout;;;VCS;;Timeout;;101121;20000;;202;;;549617;;Timeout;50383;;;;;;;
A01/000001E279600001;132302196403848146;2020-04-01;16:00:40.385;application/x-bolt;3695;0235897941;132302196136510000;2020-04-01;16:00:13.651;;;;;;23003;132302196366540000;2020-04-01;16:00:36.654;;;;;;;;101121_0000000624;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279610001;132302196436855988;2020-04-01;16:00:43.686;application/x-bolt;3695;0235899750;132302196169510000;2020-04-01;16:00:16.951;;;;;;23004;132302196399550000;2020-04-01;16:00:39.955;;;;;;;;101121_0000000625;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279620001;132302196469053141;2020-04-01;16:00:46.905;application/x-bolt;3705;0235898736;132302196201420000;2020-04-01;16:00:20.142;;;;;;23038;132302196431800000;2020-04-01;16:00:43.180;;;;;;;;101121_0000000626;;;;;;EDI;;Accept;;101121;20019;;2;;;;;;;;;;;;;
A01/000001E279630001;132302196501870819;2020-04-01;16:00:50.187;application/x-bolt;3703;0235899437;132302196234540000;2020-04-01;16:00:23.454;;;;;;23004;132302196464580000;2020-04-01;16:00:46.458;;;;;;;;101121_0000000627;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279640001;132302196529534147;2020-04-01;16:00:52.953;application/x-bolt;3698;0235900053;132302196262160000;2020-04-01;16:00:26.216;;;;;;23003;132302196492190000;2020-04-01;16:00:49.219;;;;;;;;101121_0000000628;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279650001;132302196561621209;2020-04-01;16:00:56.162;application/x-bolt;3680;0235899300;132302196294250000;2020-04-01;16:00:29.425;;;;;;23003;132302196524280000;2020-04-01;16:00:52.428;;;;;;;;101121_0000000629;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279660001;132302196585841633;2020-04-01;16:00:58.584;application/x-bolt;3708;0235899293;132302196318490000;2020-04-01;16:00:31.849;;;;;;23003;132302196548520000;2020-04-01;16:00:54.852;;;;;;;;101121_0000000630;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279670001;132302196616387397;2020-04-01;16:01:01.639;application/x-bolt;3677;0235898103;132302196348940000;2020-04-01;16:00:34.894;;;;;;23003;132302196578970000;2020-04-01;16:00:57.897;;;;;;;;101121_0000000631;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279680002;132302196648734672;2020-04-01;16:01:04.873;application/x-bolt;3730;0235898928;132302196379860000;2020-04-01;16:00:37.986;;;;;;23162;132302196611480000;2020-04-01;16:01:01.148;;;;;;;;101121_0000000632;;;;;;EDI;;Accept;;101121;20001;;2;;;;;;;;;;;;;
A01/000001E279C5000E;132302202478351518;2020-04-01;16:10:47.835;application/x-bolt;52843;;132302196408480000;2020-04-01;16:00:40.848;;;;;;603002;132302202438500000;2020-04-01;16:10:43.850;;;;30014;;Timeout;20449;101121_0000000633;;;VCS license timeout;;;VCS;;Timeout;;101121;20000;;202;;;549523;;Timeout;50477;;;;;;;
A01/000001E2796A0001;132302196703871174;2020-04-01;16:01:10.387;application/x-bolt;3698;0235898316;132302196436520000;2020-04-01;16:00:43.652;;;;;;23003;132302196666550000;2020-04-01;16:01:06.655;;;;;;;;101121_0000000634;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E2796B0002;132302196742553797;2020-04-01;16:01:14.255;application/x-bolt;3929;0235677378 / 0235514363 / 0235899759;132302196470570000;2020-04-01;16:00:47.057;;;;;;23061;132302196701180000;2020-04-01;16:01:10.118;;;;;;;;101121_0000000635;;;Multiple main barcodes detected;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E2796D0001;132302196772779291;2020-04-01;16:01:17.278;application/x-bolt;3704;0235900154;132302196502510000;2020-04-01;16:00:50.251;;;;;;23290;132302196735410000;2020-04-01;16:01:13.541;;;;;;;;101121_0000000636;;;;;;EDI;;Accept;;101121;20006;;2;;;;;;;;;;;;;
A01/000001E279D3000D;132302202598783103;2020-04-01;16:10:59.878;application/x-bolt;52259;;132302196528970000;2020-04-01;16:00:52.897;;;;;;603003;132302202559000000;2020-04-01;16:10:55.900;;;;29986;;Timeout;20617;101121_0000000637;;;VCS license timeout;;;VCS;;Timeout;;101121;20033;;202;;;549388;;Timeout;50613;;;;;;;
A01/000001E2796E0001;132302196826694764;2020-04-01;16:01:22.669;application/x-bolt;3706;0235900059;132302196559340000;2020-04-01;16:00:55.934;;;;;;23004;132302196789380000;2020-04-01;16:01:18.938;;;;;;;;101121_0000000638;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279E0000D;132302202665443791;2020-04-01;16:11:06.544;application/x-bolt;51646;;132302196595820000;2020-04-01;16:00:59.582;;;;;;603001;132302202625830000;2020-04-01;16:11:02.583;;;;30086;;Timeout;20401;101121_0000000639;;;VCS license timeout;;;VCS;;Timeout;;101121;20000;;202;;;549493;;Timeout;50507;;;;;;;
A01/000001E2796F0001;132302196905261023;2020-04-01;16:01:30.526;application/x-bolt;3701;0235899389;132302196637850000;2020-04-01;16:01:03.785;;;;;;23003;132302196867880000;2020-04-01;16:01:26.788;;;;;;;;101121_0000000640;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279700001;132302196994476262;2020-04-01;16:01:39.448;application/x-bolt;3692;0235899862;132302196727150000;2020-04-01;16:01:12.715;;;;;;23003;132302196957180000;2020-04-01;16:01:35.718;;;;;;;;101121_0000000641;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279710001;132302197032578397;2020-04-01;16:01:43.258;application/x-bolt;3707;0235899440;132302196765210000;2020-04-01;16:01:16.521;;;;;;23003;132302196995240000;2020-04-01;16:01:39.524;;;;;;;;101121_0000000642;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279720001;132302197076025035;2020-04-01;16:01:47.603;application/x-bolt;3700;0235899108;132302196808630000;2020-04-01;16:01:20.863;;;;;;23003;132302197038660000;2020-04-01;16:01:43.866;;;;;;;;101121_0000000643;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279ED000E;132302202917435413;2020-04-01;16:11:31.744;application/x-bolt;52927;;132302196847740000;2020-04-01;16:01:24.774;;;;;;603003;132302202877770000;2020-04-01;16:11:27.777;;;;29987;;Timeout;20423;101121_0000000644;;;VCS license timeout;Camera06;10;VCS;;Timeout;;101121;20000;;202;;;549580;;Timeout;50421;;;;;;;
A01/000001E279730001;132302197175929292;2020-04-01;16:01:57.593;application/x-bolt;3677;0235899332;132302196908640000;2020-04-01;16:01:30.864;;;;;;23003;132302197138670000;2020-04-01;16:01:53.867;;;;;;;;101121_0000000645;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279740001;132302197291016355;2020-04-01;16:02:09.102;application/x-bolt;3701;0235898315;132302197023710000;2020-04-01;16:01:42.371;;;;;;23003;132302197253740000;2020-04-01;16:02:05.374;;;;;;;;101121_0000000646;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279750001;132302197357572485;2020-04-01;16:02:15.757;application/x-bolt;3700;0235899633;132302197090250000;2020-04-01;16:01:49.025;;;;;;23003;132302197320280000;2020-04-01;16:02:12.028;;;;;;;;101121_0000000647;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279760002;132302197415501338;2020-04-01;16:02:21.550;application/x-bolt;3830;0235898239 / 0235828296;132302197148090000;2020-04-01;16:01:54.809;;;;;;23003;132302197378120000;2020-04-01;16:02:17.812;;;;;;;;101121_0000000648;;;Multiple main barcodes detected;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279780001;132302197445716823;2020-04-01;16:02:24.572;application/x-bolt;3700;0235898742;132302197178350000;2020-04-01;16:01:57.835;;;;;;23003;132302197408380000;2020-04-01;16:02:20.838;;;;;;;;101121_0000000649;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279790001;132302197477013223;2020-04-01;16:02:27.701;application/x-bolt;3696;0235897942;132302197209650000;2020-04-01;16:02:00.965;;;;;;23003;132302197439680000;2020-04-01;16:02:23.968;;;;;;;;101121_0000000650;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E2797A0001;132302197506408008;2020-04-01;16:02:30.641;application/x-bolt;3690;0235899129;132302197239020000;2020-04-01;16:02:03.902;;;;;;23003;132302197469050000;2020-04-01;16:02:26.905;;;;;;;;101121_0000000651;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E2797B0001;132302197537664367;2020-04-01;16:02:33.766;application/x-bolt;3709;0235898096;132302197270240000;2020-04-01;16:02:07.024;;;;;;23003;132302197500270000;2020-04-01;16:02:30.027;;;;;;;;101121_0000000652;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E2797C0002;132302197571592982;2020-04-01;16:02:37.159;application/x-bolt;3847;0235899412 / 0235414475;132302197304150000;2020-04-01;16:02:10.415;;;;;;23004;132302197534190000;2020-04-01;16:02:33.419;;;;;;;;101121_0000000653;;;Multiple main barcodes detected;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E2797E0002;132302197622025515;2020-04-01;16:02:42.203;application/x-bolt;3722;0235898086;132302197354580000;2020-04-01;16:02:15.458;;;;;;23007;132302197584650000;2020-04-01;16:02:38.465;;;;;;;;101121_0000000654;;;;;;EDI;;Accept;;101121;20001;;2;;;;;;;;;;;;;
A01/000001E279FB000E;132302203450490770;2020-04-01;16:12:25.049;application/x-bolt;56274;;132302197380720000;2020-04-01;16:02:18.072;;;;;;603002;132302203410740000;2020-04-01;16:12:21.074;;;;29980;;Timeout;20380;101121_0000000655;;;VCS license timeout;;;VCS;;Timeout;;101121;20000;;202;;;549631;;Timeout;50370;;;;;;;
A01/000001E279800001;132302197695727671;2020-04-01;16:02:49.573;application/x-bolt;3709;0235899414;132302197427480000;2020-04-01;16:02:22.748;;;;;;23003;132302197657510000;2020-04-01;16:02:45.751;;;;;;;;101121_0000000656;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279810001;132302197750774097;2020-04-01;16:02:55.077;application/x-bolt;3690;0235899441;132302197483400000;2020-04-01;16:02:28.340;;;;;;23004;132302197713440000;2020-04-01;16:02:51.344;;;;;;;;101121_0000000657;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279820001;132302197784292362;2020-04-01;16:02:58.429;application/x-bolt;3701;0235899512;132302197516920000;2020-04-01;16:02:31.692;;;;;;23003;132302197746950000;2020-04-01;16:02:54.695;;;;;;;;101121_0000000658;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279830001;132302197814728035;2020-04-01;16:03:01.473;application/x-bolt;3693;0235899907;132302197547390000;2020-04-01;16:02:34.739;;;;;;23003;132302197777420000;2020-04-01;16:02:57.742;;;;;;;;101121_0000000659;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279840001;132302197845604072;2020-04-01;16:03:04.560;application/x-bolt;3702;0235899176;132302197578220000;2020-04-01;16:02:37.822;;;;;;23003;132302197808250000;2020-04-01;16:03:00.825;;;;;;;;101121_0000000660;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279850001;132302197875699454;2020-04-01;16:03:07.570;application/x-bolt;3713;0235898935;132302197608240000;2020-04-01;16:02:40.824;;;;;;23010;132302197838340000;2020-04-01;16:03:03.834;;;;;;;;101121_0000000661;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/000001E279860002;132302199095528212;2020-04-01;16:05:09.553;application/x-bolt;3823;0235900375 / 0235900315;132302198829170000;2020-04-01;16:04:42.917;;;;;;23011;132302199059280000;2020-04-01;16:05:05.928;;;;;;;;101109_0000000083;;;Multiple main barcodes detected;;;EDI;;Accept;;101109;20001;;2;;;;;;;;;;;;;
A01/000001E279880001;132302199127675321;2020-04-01;16:05:12.768;application/x-bolt;3700;0235899997;132302198861420000;2020-04-01;16:04:46.142;;;;;;23003;132302199091450000;2020-04-01;16:05:09.145;;;;;;;;101109_0000000084;;;;;;EDI;;Accept;;101109;20000;;2;;;;;;;;;;;;;
A01/000001E279890001;132302199157290298;2020-04-01;16:05:15.729;application/x-bolt;3705;0235899892;132302198890990000;2020-04-01;16:04:49.099;;;;;;23003;132302199121020000;2020-04-01;16:05:12.102;;;;;;;;101109_0000000085;;;;;;EDI;;Accept;;101109;20000;;2;;;;;;;;;;;;;
A01/000001E27A09000E;132302204990111563;2020-04-01;16:14:59.011;application/x-bolt;53075;;132302198921580000;2020-04-01;16:04:52.158;;;;;;603001;132302204951590000;2020-04-01;16:14:55.159;;;;30000;;Timeout;20336;101109_0000000086;;;VCS license timeout;;;VCS;;Timeout;;101109;20001;;202;;;549484;;Timeout;50516;;;;;;;
A01/000001E2798A0001;132302199215659525;2020-04-01;16:05:21.566;application/x-bolt;3690;0235900096;132302198949320000;2020-04-01;16:04:54.932;;;;;;23003;132302199179350000;2020-04-01;16:05:17.935;;;;;;;;101109_0000000087;;;;;;EDI;;Accept;;101109;20000;;2;;;;;;;;;;;;;
A01/000001E2798B0001;132302199246415462;2020-04-01;16:05:24.642;application/x-bolt;3693;0235900100;132302198980090000;2020-04-01;16:04:58.009;;;;;;23004;132302199210130000;2020-04-01;16:05:21.013;;;;;;;;101109_0000000088;;;;;;EDI;;Accept;;101109;20000;;2;;;;;;;;;;;;;
